@RELATION HistUtility
@ATTRIBUTE open0 NUMERIC
@ATTRIBUTE close0 NUMERIC
@ATTRIBUTE high0 NUMERIC
@ATTRIBUTE low0 NUMERIC
@ATTRIBUTE volumeto0 NUMERIC
@ATTRIBUTE open1 NUMERIC
@ATTRIBUTE close1 NUMERIC
@ATTRIBUTE high1 NUMERIC
@ATTRIBUTE low1 NUMERIC
@ATTRIBUTE volumeto1 NUMERIC
@ATTRIBUTE open2 NUMERIC
@ATTRIBUTE close2 NUMERIC
@ATTRIBUTE high2 NUMERIC
@ATTRIBUTE low2 NUMERIC
@ATTRIBUTE volumeto2 NUMERIC
@ATTRIBUTE open3 NUMERIC
@ATTRIBUTE close3 NUMERIC
@ATTRIBUTE high3 NUMERIC
@ATTRIBUTE low3 NUMERIC
@ATTRIBUTE volumeto3 NUMERIC
@ATTRIBUTE open4 NUMERIC
@ATTRIBUTE close4 NUMERIC
@ATTRIBUTE high4 NUMERIC
@ATTRIBUTE low4 NUMERIC
@ATTRIBUTE volumeto4 NUMERIC
@ATTRIBUTE next_close NUMERIC

@DATA
0.007151, 0.007151, 0.007151, 0.007151, 0, 0.006825, 0.006825, 0.006825, 0.006825, 0, 0.006628, 0.006628, 0.006628, 0.006628, 0, 0.006657, 0.006657, 0.006657, 0.006657, 0, 0.006746, 0.001452, 0.006746, 0.001452, 1.433, 0.01065 
0.006825, 0.006825, 0.006825, 0.006825, 0, 0.006628, 0.006628, 0.006628, 0.006628, 0, 0.006657, 0.006657, 0.006657, 0.006657, 0, 0.006746, 0.001452, 0.006746, 0.001452, 1.433, 0.001622, 0.00754, 0.00754, 0.001622, 6.314, 0.01184 
0.006628, 0.006628, 0.006628, 0.006628, 0, 0.006657, 0.006657, 0.006657, 0.006657, 0, 0.006746, 0.001452, 0.006746, 0.001452, 1.433, 0.001622, 0.00754, 0.00754, 0.001622, 6.314, 0.008093, 0.008093, 0.008093, 0.008093, 0, 0.01268 
0.006657, 0.006657, 0.006657, 0.006657, 0, 0.006746, 0.001452, 0.006746, 0.001452, 1.433, 0.001622, 0.00754, 0.00754, 0.001622, 6.314, 0.008093, 0.008093, 0.008093, 0.008093, 0, 0.00795, 0.00795, 0.00795, 0.00795, 0, 0.01179 
0.006746, 0.001452, 0.006746, 0.001452, 1.433, 0.001622, 0.00754, 0.00754, 0.001622, 6.314, 0.008093, 0.008093, 0.008093, 0.008093, 0, 0.00795, 0.00795, 0.00795, 0.00795, 0, 0.009198, 0.009198, 0.009198, 0.009198, 0, 0.01193 
0.001622, 0.00754, 0.00754, 0.001622, 6.314, 0.008093, 0.008093, 0.008093, 0.008093, 0, 0.00795, 0.00795, 0.00795, 0.00795, 0, 0.009198, 0.009198, 0.009198, 0.009198, 0, 0.008646, 0.00985, 0.00985, 0.008646, 8.834, 0.0105 
0.008093, 0.008093, 0.008093, 0.008093, 0, 0.00795, 0.00795, 0.00795, 0.00795, 0, 0.009198, 0.009198, 0.009198, 0.009198, 0, 0.008646, 0.00985, 0.00985, 0.008646, 8.834, 0.01065, 0.01065, 0.01065, 0.01065, 0, 0.01258 
0.00795, 0.00795, 0.00795, 0.00795, 0, 0.009198, 0.009198, 0.009198, 0.009198, 0, 0.008646, 0.00985, 0.00985, 0.008646, 8.834, 0.01065, 0.01065, 0.01065, 0.01065, 0, 0.01184, 0.01184, 0.01184, 0.01184, 0, 0.001785 
0.009198, 0.009198, 0.009198, 0.009198, 0, 0.008646, 0.00985, 0.00985, 0.008646, 8.834, 0.01065, 0.01065, 0.01065, 0.01065, 0, 0.01184, 0.01184, 0.01184, 0.01184, 0, 0.01268, 0.01268, 0.01268, 0.01268, 0, 0.001837 
0.008646, 0.00985, 0.00985, 0.008646, 8.834, 0.01065, 0.01065, 0.01065, 0.01065, 0, 0.01184, 0.01184, 0.01184, 0.01184, 0, 0.01268, 0.01268, 0.01268, 0.01268, 0, 0.01179, 0.01179, 0.01179, 0.01179, 0, 0.001735 
0.01065, 0.01065, 0.01065, 0.01065, 0, 0.01184, 0.01184, 0.01184, 0.01184, 0, 0.01268, 0.01268, 0.01268, 0.01268, 0, 0.01179, 0.01179, 0.01179, 0.01179, 0, 0.01193, 0.01193, 0.01193, 0.01193, 0, 0.001855 
0.01184, 0.01184, 0.01184, 0.01184, 0, 0.01268, 0.01268, 0.01268, 0.01268, 0, 0.01179, 0.01179, 0.01179, 0.01179, 0, 0.01193, 0.01193, 0.01193, 0.01193, 0, 0.0105, 0.0105, 0.0105, 0.0105, 0, 0.002035 
0.01268, 0.01268, 0.01268, 0.01268, 0, 0.01179, 0.01179, 0.01179, 0.01179, 0, 0.01193, 0.01193, 0.01193, 0.01193, 0, 0.0105, 0.0105, 0.0105, 0.0105, 0, 0.01258, 0.01258, 0.01258, 0.01258, 0, 0.001943 
0.01179, 0.01179, 0.01179, 0.01179, 0, 0.01193, 0.01193, 0.01193, 0.01193, 0, 0.0105, 0.0105, 0.0105, 0.0105, 0, 0.01258, 0.01258, 0.01258, 0.01258, 0, 0.01768, 0.001785, 0.01768, 0.001785, 3.195, 0.002029 
0.01193, 0.01193, 0.01193, 0.01193, 0, 0.0105, 0.0105, 0.0105, 0.0105, 0, 0.01258, 0.01258, 0.01258, 0.01258, 0, 0.01768, 0.001785, 0.01768, 0.001785, 3.195, 0.001837, 0.001837, 0.001837, 0.001837, 0, 0.002031 
0.0105, 0.0105, 0.0105, 0.0105, 0, 0.01258, 0.01258, 0.01258, 0.01258, 0, 0.01768, 0.001785, 0.01768, 0.001785, 3.195, 0.001837, 0.001837, 0.001837, 0.001837, 0, 0.001735, 0.001735, 0.001735, 0.001735, 0, 0.002062 
0.01258, 0.01258, 0.01258, 0.01258, 0, 0.01768, 0.001785, 0.01768, 0.001785, 3.195, 0.001837, 0.001837, 0.001837, 0.001837, 0, 0.001735, 0.001735, 0.001735, 0.001735, 0, 0.001855, 0.001855, 0.001855, 0.001855, 0, 0.001977 
0.01768, 0.001785, 0.01768, 0.001785, 3.195, 0.001837, 0.001837, 0.001837, 0.001837, 0, 0.001735, 0.001735, 0.001735, 0.001735, 0, 0.001855, 0.001855, 0.001855, 0.001855, 0, 0.002035, 0.002035, 0.002035, 0.002035, 0, 0.001964 
